Time,X Axis,Y Axis,Z Axis
1700259221.1584105,1.6985505819320679,1.584633231163025,1.267411231994629
1700259221.8582807,1.7194790840148926,1.6014422178268433,1.528045892715454
1700259222.5592244,1.749677062034607,1.516584038734436,1.8538179397583008
1700259223.2571712,1.4404956102371216,1.3978525400161743,1.1450190544128418
1700259223.9562933,1.6321645975112915,1.433571696281433,1.4447978734970093
1700259224.6579106,1.5784951448440552,1.1819818019866943,1.284106731414795
1700259225.3520415,1.5184236764907837,1.2608091831207275,1.0747133493423462
1700259226.0512447,1.5799275636672974,1.1753206253051758,1.2166324853897095
1700259226.7532628,1.5956064462661743,1.473491907119751,1.606208324432373
1700259227.4548464,1.5699412822723389,1.1966009140014648,1.2519395351409912
1700259228.1554267,1.5421147346496582,1.1056158542633057,1.2353724241256714
1700259228.8567154,1.5727235078811646,1.3014622926712036,1.2385666370391846
1700259229.5596454,1.5956051349639893,1.1960296630859375,1.2754838466644287
1700259230.256062,1.5498319864273071,1.05880868434906,1.2164350748062134
1700259230.955143,1.5423663854599,1.3299970626831055,1.4249377250671387
1700259231.6560223,1.4998984336853027,1.2566711902618408,1.1945959329605103
1700259232.3530633,1.6250320672988892,1.3239750862121582,1.316104769706726
1700259233.0532374,1.5873894691467285,1.2799956798553467,1.3647749423980713
1700259233.7462876,1.6244287490844727,1.2724511623382568,1.2877389192581177
1700259234.4453075,1.5852142572402954,1.1030174493789673,1.2158046960830688
1700259235.147061,1.6113766431808472,1.2994425296783447,1.3889261484146118
1700259235.8459122,1.5875658988952637,1.221243143081665,1.3258157968521118
1700259236.5459714,1.5784716606140137,1.1759757995605469,1.4458009004592896
1700259237.2477531,1.5867059230804443,1.1822853088378906,1.2905532121658325
1700259237.9474833,1.5433052778244019,1.1596553325653076,1.2311985492706299
1700259238.645916,1.607147216796875,1.2935734987258911,1.598949909210205
1700259239.3473055,1.6349393129348755,1.4859554767608643,1.5813636779785156
1700259240.02187,1.5175834894180298,1.3585480451583862,1.2312034368515015
1700259240.6918259,1.5753107070922852,1.1810959577560425,1.1749345064163208
1700259241.3622735,1.645649790763855,1.1826764345169067,1.434704303741455
1700259242.0330245,1.5826221704483032,1.4617364406585693,1.1980456113815308
1700259242.7034583,1.4801875352859497,1.145514965057373,1.2724684476852417
1700259243.3733013,1.5654281377792358,0.9871569275856018,1.1637341976165771
1700259244.0429606,1.5577023029327393,1.0640990734100342,1.1859619617462158
1700259244.7390413,1.5742768049240112,1.3683220148086548,1.4510728120803833
1700259245.4423082,1.594145655632019,1.203053593635559,1.304853916168213
1700259246.142509,1.4172685146331787,0.9776321649551392,1.0164629220962524
1700259246.8417778,1.386832356452942,1.29182767868042,1.488885760307312
1700259247.544219,1.473008155822754,1.503378987312317,1.1887848377227783
1700259248.2443268,1.4797089099884033,1.5794661045074463,1.2506897449493408
1700259248.943779,1.4320812225341797,1.6960965394973755,1.3521459102630615
1700259249.645252,1.4957122802734375,1.6657110452651978,1.3176310062408447
1700259250.3474398,1.4738953113555908,1.679673671722412,1.322355031967163
1700259251.04978,1.547850489616394,1.6725091934204102,1.3140394687652588
1700259251.7535887,1.5864295959472656,1.6614938974380493,1.3430061340332031
1700259252.4548368,1.5826356410980225,1.6585131883621216,1.3393923044204712
1700259253.157217,1.5866750478744507,1.6541998386383057,1.3394873142242432
1700259253.8597643,1.5834993124008179,1.6561973094940186,1.338871717453003
1700259254.5632582,1.5830786228179932,1.6585402488708496,1.3393713235855103
1700259255.2641218,1.5845739841461182,1.6586500406265259,1.3373184204101562
